Month,Day,Year,Time,Flux,Temperature (C),CO2 Soil (ppm) ,CO2 Soil STD (ppm),CO2 ATM (ppm),CO2 ATM STD (ppm),Mode,EOS Num,Site,Trans Num
7,20,21,9:21:26,0,0,0,0,0,0,1,1,NA,NA
7,20,21,9:22:21,0,0,0,0,0,0,1,1,NA,NA
7,20,21,9:22:45,0,0,0,0,0,0,2,1,NA,NA
7,20,21,9:35:00,-4.13,25.4,290.53,23.042,524.23,34.351,0,1,NA,NA
7,20,21,9:40:00,-0.92,26.2,181.39,6.825,233.25,12.448,0,1,NA,NA
7,20,21,9:45:00,-0.07,26.7,166.52,1.592,170.67,3.124,0,1,NA,NA
7,20,21,9:50:00,-0.14,26.8,150.54,2.536,158.51,2.58,0,1,NA,NA
7,20,21,9:55:00,0.48,26.7,177.05,5.436,149.69,1.995,0,1,NA,NA
7,20,21,10:00:00,0.5,26.4,238.16,2.186,209.83,7.839,0,1,NA,NA
7,20,21,10:05:00,0.61,26.2,268.09,9.831,233.62,2.444,0,1,NA,NA
7,20,21,10:10:00,-0.31,26.1,184.91,9.832,202.68,8.745,0,1,NA,NA
7,20,21,10:15:00,0.68,26,265.38,6.037,226.69,7.985,0,1,NA,NA
7,20,21,10:20:00,0.55,25.8,314.82,7.142,283.84,4.827,0,1,NA,NA
7,20,21,10:25:00,-2.17,25.8,172.97,11.289,295.77,26.119,0,1,NA,NA
7,20,21,10:30:00,0.19,25.6,169.03,8.366,158.37,1.919,0,1,NA,NA
7,20,21,10:35:00,0.49,25.4,225.31,5.06,197.79,8.261,0,1,NA,NA
7,20,21,10:40:00,-1.46,25.3,168.33,12.717,250.76,6.929,0,1,NA,NA
7,20,21,10:45:00,-0.08,25.2,148.21,2.866,152.93,4.141,0,1,NA,NA
7,20,21,10:50:00,0.42,24.9,180.71,6.457,156.74,1.73,0,1,NA,NA
7,20,21,10:55:00,0.76,24.7,245.62,8.158,202.87,3.985,0,1,NA,NA
7,20,21,11:00:00,0.5,24.6,295.93,7.252,267.86,6.163,0,1,NA,NA
7,20,21,11:05:00,0.3,24.5,341.57,3.717,324.78,4.385,0,1,NA,NA
7,20,21,11:10:00,0.05,24.5,354.06,6.21,350.99,3.178,0,1,NA,NA
7,20,21,11:15:00,-1.36,24.5,157.84,7.855,234.66,19.914,0,1,NA,NA
7,20,21,11:20:00,-0.1,24.4,142.18,2.868,148,4.696,0,1,NA,NA
7,20,21,11:25:00,-0.13,24.3,135.82,1.599,143.3,2.783,0,1,NA,NA
7,20,21,11:30:00,0.19,24.1,147.99,4.67,137.25,2.129,0,1,NA,NA
7,20,21,11:35:00,0.7,24,220.23,7.367,180.71,6.067,0,1,NA,NA
7,20,21,11:40:00,0.55,23.9,286.16,4.486,254.78,6.252,0,1,NA,NA
7,20,21,11:45:00,0.28,23.8,311.52,6.653,295.74,4.319,0,1,NA,NA
7,20,21,11:50:00,0,23.8,329.64,3.854,329.47,3.481,0,1,NA,NA
7,20,21,11:55:00,0.57,23.8,389.2,1.138,357.08,3.571,0,1,NA,NA
7,20,21,12:00:00,0.44,23.8,420.96,8.227,396.28,2.413,0,1,NA,NA
7,20,21,12:05:00,-1.47,23.8,329.54,6.918,412.84,10.865,0,1,NA,NA
7,20,21,12:10:00,1.44,23.8,448.2,5.516,366.91,17.616,0,1,NA,NA
7,20,21,12:15:00,1.55,23.9,525.58,14.423,438,5.812,0,1,NA,NA
7,20,21,12:20:00,1.35,23.9,581.02,26.582,504.81,4.067,0,1,NA,NA
7,20,21,12:25:00,0.43,23.9,635.31,2.417,611.17,7.046,0,1,NA,NA
7,20,21,12:30:00,-0.23,23.9,622.38,10.486,635.66,3.695,0,1,NA,NA
7,20,21,12:35:00,-0.1,23.9,591.98,3.51,597.64,1.996,0,1,NA,NA
7,20,21,12:40:00,0.43,23.9,603.35,10.802,578.91,2.909,0,1,NA,NA
7,20,21,12:45:00,-4.15,24,366.76,14.822,601.56,17.185,0,1,NA,NA
7,20,21,12:50:00,-1.49,24,168.2,3.796,252.63,26.179,0,1,NA,NA
7,20,21,12:55:00,0.49,23.9,244.25,33.35,216.3,10.534,0,1,NA,NA
7,20,21,13:00:00,0.21,23.9,163.08,13.503,151.18,5.169,0,1,NA,NA
7,20,21,13:05:00,0.55,23.7,238.36,2.218,207.49,7.654,0,1,NA,NA
7,20,21,13:10:00,0.23,23.5,257.09,3.634,243.84,4.905,0,1,NA,NA
7,20,21,13:15:00,0.3,23.3,303.03,6.441,285.89,9.015,0,1,NA,NA
7,20,21,13:20:00,0.03,23.1,321.93,5.68,320.46,6.042,0,1,NA,NA
7,20,21,13:25:00,0.06,23,345.43,10.149,342.17,6.556,0,1,NA,NA
7,20,21,13:30:00,-0.12,22.9,328.14,5.567,335.07,0.922,0,1,NA,NA
7,20,21,13:35:00,0.17,22.8,372.8,2.733,362.94,5.472,0,1,NA,NA
7,20,21,13:40:00,0.07,22.8,384.26,2.633,380.42,5.086,0,1,NA,NA
7,20,21,13:45:00,-2.66,22.8,125.63,11.999,275.88,40.07,0,1,NA,NA
7,20,21,13:50:00,-0.24,22.7,97.97,2.529,111.56,4.507,0,1,NA,NA
7,20,21,13:55:00,0.04,22.6,95.51,9.818,93.31,2.925,0,1,NA,NA
7,20,21,14:00:00,0.16,22.8,115.79,9.131,106.91,3.879,0,1,NA,NA
7,20,21,14:05:00,1.66,23.1,212.01,4.862,118.25,3.897,0,1,NA,NA
7,20,21,14:10:00,1.46,22.9,206.81,2.815,124.09,4.443,0,1,GAVI,5
7,20,21,14:15:00,1.11,22.7,196.52,2.205,133.53,3.148,0,1,GAVI,5
7,20,21,14:20:00,1.06,22.7,187.41,7.752,127.42,2.186,0,1,GAVI,5
7,20,21,14:25:00,-0.14,22.4,111.07,3.393,119.14,7.285,0,1,NA,NA
7,20,21,14:30:00,0.43,22.5,135.59,3.019,111.17,2.481,0,1,NA,NA
7,20,21,14:35:00,0.32,22.1,124.78,3.296,106.46,2.114,0,1,GAVI,4
7,20,21,14:40:00,0.63,21.7,138.08,2.625,102.55,1.407,0,1,GAVI,4
7,20,21,14:45:00,-0.11,21.1,91.66,1.949,98.02,6.148,0,1,NA,NA
7,20,21,14:50:00,0.19,20.4,97.21,3.137,86.56,2.197,0,1,NA,NA
7,20,21,14:55:00,0.42,20.5,119.49,2.739,95.84,0.953,0,1,GAVI,3
7,20,21,15:00:00,0.42,20.4,122.63,1.515,99.1,1.703,0,1,GAVI,3
7,20,21,15:05:00,0.01,20.2,98.79,4.717,98.45,2.848,0,1,GAVI,3
7,20,21,15:10:00,-0.22,19.9,124,8.176,136.37,9.479,0,1,NA,NA
7,20,21,15:15:00,0.9,19.6,172.39,29.823,121.56,5.521,0,1,NA,NA
7,20,21,15:20:00,0.2,19.5,219.09,1.387,208.03,5.481,0,1,NA,NA
7,20,21,15:25:00,0.96,19.5,288.15,5.604,233.75,18.673,0,1,NA,NA
7,20,21,15:30:00,0.03,19.6,308.13,2.893,306.5,2.27,0,1,NA,NA
7,20,21,15:35:00,-0.01,19.7,309.39,0.773,310.08,2.327,0,1,NA,NA
7,20,21,15:40:00,-0.54,19.9,260.87,11.872,291.68,4.231,0,1,NA,NA
7,20,21,15:45:00,0.25,20.1,212.75,8.952,198.52,2.246,0,1,NA,NA
7,20,21,15:50:00,1.06,20.1,453.22,24.179,393.49,41.694,0,1,NA,NA
7,20,21,15:55:00,-0.2,20.2,717.45,6.774,728.58,33.492,0,1,NA,NA
7,20,21,16:00:00,-1.1,20.4,651.09,12.665,713.52,23.15,0,1,NA,NA
7,20,21,16:05:00,0.74,20.5,517.1,9.153,475.12,11.677,0,1,NA,NA
7,20,21,16:10:00,0.44,20.7,417.71,12.857,392.89,13.651,0,1,NA,NA
7,20,21,16:15:00,0.65,20.9,354.96,5.601,318.02,6.811,0,1,NA,NA
7,20,21,16:20:00,0.32,21.2,363.16,7.831,345.25,6.804,0,1,NA,NA
7,20,21,16:25:00,0.1,21.5,358.7,1.583,352.92,2.963,0,1,NA,NA
7,20,21,16:30:00,0.36,21.9,407.7,9.195,387.19,9.038,0,1,NA,NA
7,20,21,16:35:00,0,22.3,508.85,8.334,508.95,9.529,0,1,NA,NA
7,20,21,16:55:56,0,0,0,0,0,0,1,1,NA,NA
7,20,21,16:56:00,-0.66,18.8,245.63,1.526,282.72,20.132,0,1,NA,NA
7,20,21,17:01:03,0,0,0,0,0,0,2,1,NA,NA
