"Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 20028184, SEN S/N: 20028184)","Temp, °C (LGR S/N: 20028184, SEN S/N: 20028184)",,
6/11/2021 13:45,65.04,8.68,62.517,2.523
6/11/2021 14:00,65.015,8.68,62.5134,2.5016
6/11/2021 14:15,65.002,8.68,62.5,2.502
6/11/2021 14:30,65.005,8.779,62.4853,2.5197
6/11/2021 14:45,64.982,8.879,62.4727,2.5093
6/11/2021 15:00,64.969,8.879,62.4573,2.5117
6/11/2021 15:15,64.959,8.978,62.4556,2.5034
6/11/2021 15:30,64.934,8.978,62.4388,2.4952
6/11/2021 15:45,64.934,8.978,62.4258,2.5082
6/11/2021 16:00,64.934,8.978,62.405,2.529
6/11/2021 16:15,64.946,8.978,62.3947,2.5513
6/11/2021 16:30,64.944,8.879,62.4043,2.5397
6/11/2021 16:45,64.967,8.779,62.4104,2.5566
6/11/2021 17:00,64.979,8.779,62.4129,2.5661
6/11/2021 17:15,64.977,8.68,62.4201,2.5569
6/11/2021 17:30,64.974,8.581,62.4161,2.5579
6/11/2021 17:45,64.984,8.481,62.4278,2.5562
6/11/2021 18:00,64.982,8.382,62.4383,2.5437
6/11/2021 18:15,64.979,8.282,62.4348,2.5442
6/11/2021 18:30,64.964,8.182,62.4387,2.5253
6/11/2021 18:45,65.015,8.182,62.441,2.574
6/11/2021 19:00,65.038,8.082,62.4388,2.5992
6/11/2021 19:15,65.063,8.082,62.4428,2.6202
6/11/2021 19:30,65.061,7.983,62.4773,2.5837
6/11/2021 19:45,65.073,7.983,62.5051,2.5679
6/11/2021 20:00,65.099,7.983,62.5146,2.5844
6/11/2021 20:15,65.096,7.882,62.515,2.581
6/11/2021 20:30,65.096,7.882,62.534,2.562
6/11/2021 20:45,65.109,7.882,62.552,2.557
6/11/2021 21:00,65.109,7.882,62.5505,2.5585
6/11/2021 21:15,65.121,7.882,62.5637,2.5573
6/11/2021 21:30,65.119,7.782,62.5777,2.5413
6/11/2021 21:45,65.132,7.782,62.5837,2.5483
6/11/2021 22:00,65.119,7.782,62.5831,2.5359
6/11/2021 22:15,65.144,7.782,62.5802,2.5638
6/11/2021 22:30,65.144,7.782,62.5838,2.5602
6/11/2021 22:45,65.167,7.682,62.5912,2.5758
6/11/2021 23:00,65.142,7.682,62.6004,2.5416
6/11/2021 23:15,65.142,7.682,62.6113,2.5307
6/11/2021 23:30,65.129,7.682,62.6107,2.5183
6/11/2021 23:45,65.114,7.582,62.6028,2.5112
6/12/2021 0:00,65.101,7.582,62.5949,2.5061
6/12/2021 0:15,65.086,7.481,62.5939,2.4921
6/12/2021 0:30,65.099,7.481,62.5826,2.5164
6/12/2021 0:45,65.086,7.481,62.5609,2.5251
6/12/2021 1:00,65.061,7.481,62.5581,2.5029
6/12/2021 1:15,65.046,7.381,62.5514,2.4946
6/12/2021 1:30,65.02,7.381,62.5434,2.4766
6/12/2021 1:45,65.008,7.381,62.5263,2.4817
6/12/2021 2:00,64.995,7.381,62.5041,2.4909
6/12/2021 2:15,64.995,7.381,62.4936,2.5014
6/12/2021 2:30,64.982,7.381,62.4769,2.5051
6/12/2021 2:45,64.957,7.381,62.4609,2.4961
6/12/2021 3:00,64.957,7.381,62.4566,2.5004
6/12/2021 3:15,64.957,7.381,62.4474,2.5096
6/12/2021 3:30,64.955,7.28,62.4365,2.5185
6/12/2021 3:45,64.942,7.28,62.4285,2.5135
6/12/2021 4:00,64.942,7.28,62.428,2.514
6/12/2021 4:15,64.942,7.28,62.4245,2.5175
6/12/2021 4:30,64.929,7.28,62.4166,2.5124
6/12/2021 4:45,64.929,7.28,62.4042,2.5248
6/12/2021 5:00,64.929,7.28,62.4026,2.5264
6/12/2021 5:15,64.942,7.28,62.3966,2.5454
6/12/2021 5:30,64.955,7.28,62.3923,2.5627
6/12/2021 5:45,64.967,7.28,62.4044,2.5626
6/12/2021 6:00,64.965,7.179,62.4025,2.5625
6/12/2021 6:15,64.965,7.179,62.4146,2.5504
6/12/2021 6:30,64.99,7.179,62.4308,2.5592
6/12/2021 6:45,65.003,7.179,62.423,2.58
6/12/2021 7:00,65.028,7.179,62.4363,2.5917
6/12/2021 7:15,65.041,7.179,62.456,2.585
6/12/2021 7:30,65.053,7.179,62.4766,2.5764
6/12/2021 7:45,65.053,7.179,62.4912,2.5618
6/12/2021 8:00,65.053,7.179,62.5039,2.5491
6/12/2021 8:15,65.069,7.28,62.5155,2.5535
6/12/2021 8:30,65.069,7.28,62.5264,2.5426
6/12/2021 8:45,65.081,7.28,62.5277,2.5533
6/12/2021 9:00,65.071,7.381,62.5452,2.5258
6/12/2021 9:15,65.074,7.481,62.547,2.527
6/12/2021 9:30,65.101,7.582,62.5555,2.5455
6/12/2021 9:45,65.104,7.682,62.5603,2.5437
6/12/2021 10:00,65.106,7.782,62.5608,2.5452
6/12/2021 10:15,65.106,7.782,62.5747,2.5313
6/12/2021 10:30,65.109,7.882,62.5766,2.5324
6/12/2021 10:45,65.096,7.882,62.5821,2.5139
6/12/2021 11:00,65.096,7.882,62.5746,2.5214
6/12/2021 11:15,65.073,7.983,62.5774,2.4956
6/12/2021 11:30,65.076,8.082,62.5807,2.4953
6/12/2021 11:45,65.063,8.082,62.5726,2.4904
6/12/2021 12:00,65.066,8.182,62.5606,2.5054
6/12/2021 12:15,65.055,8.282,62.5602,2.4948
6/12/2021 12:30,65.045,8.382,62.5581,2.4869
6/12/2021 12:45,65.045,8.382,62.5542,2.4908
6/12/2021 13:00,65.033,8.382,62.543,2.49
6/12/2021 13:15,65,8.581,62.5358,2.4642
6/12/2021 13:30,65.002,8.68,62.5306,2.4714
6/12/2021 13:45,64.979,8.779,62.5116,2.4674
6/12/2021 14:00,64.956,8.879,62.4888,2.4672
6/12/2021 14:15,64.956,8.879,62.476,2.48
6/12/2021 14:30,64.934,8.978,62.4562,2.4778
6/12/2021 14:45,64.921,8.978,62.4467,2.4743
6/12/2021 15:00,64.898,9.077,62.4427,2.4553
6/12/2021 15:15,64.873,9.077,62.4176,2.4554
6/12/2021 15:30,64.885,9.077,62.4077,2.4773
6/12/2021 15:45,64.885,9.077,62.3881,2.4969
6/12/2021 16:00,64.87,8.978,62.3724,2.4976
6/12/2021 16:15,64.858,8.978,62.373,2.485
6/12/2021 16:30,64.87,8.978,62.3682,2.5018
6/12/2021 16:45,64.87,8.978,62.3532,2.5168
6/12/2021 17:00,64.883,8.978,62.3547,2.5283
6/12/2021 17:15,64.896,8.978,62.3556,2.5404
6/12/2021 17:30,64.906,8.879,62.3625,2.5435
6/12/2021 17:45,64.916,8.779,62.378,2.538
6/12/2021 18:00,64.913,8.68,62.3926,2.5204
6/12/2021 18:15,64.926,8.68,62.4048,2.5212
6/12/2021 18:30,64.949,8.581,62.4106,2.5384
6/12/2021 18:45,64.959,8.481,62.411,2.548
6/12/2021 19:00,64.969,8.382,62.4056,2.5634
6/12/2021 19:15,64.969,8.382,62.428,2.541
6/12/2021 19:30,64.979,8.282,62.4488,2.5302
6/12/2021 19:45,64.977,8.182,62.4453,2.5317
6/12/2021 20:00,65.002,8.182,62.4499,2.5521
6/12/2021 20:15,65.013,8.082,62.4544,2.5586
6/12/2021 20:30,65.025,8.082,62.4712,2.5538
6/12/2021 20:45,65.048,7.983,62.4771,2.5709
6/12/2021 21:00,65.048,7.983,62.4871,2.5609
6/12/2021 21:15,65.048,7.983,62.5012,2.5468
6/12/2021 21:30,65.058,7.882,62.5172,2.5408
6/12/2021 21:45,65.058,7.882,62.5196,2.5384
6/12/2021 22:00,65.033,7.882,62.5372,2.4958
6/12/2021 22:15,65.056,7.782,62.5349,2.5211
6/12/2021 22:30,65.068,7.782,62.5343,2.5337
6/12/2021 22:45,65.056,7.782,62.523,2.533
6/12/2021 23:00,65.068,7.782,62.5325,2.5355
6/12/2021 23:15,65.094,7.782,62.5493,2.5447
6/12/2021 23:30,65.079,7.682,62.5422,2.5368
6/12/2021 23:45,65.079,7.682,62.5509,2.5281
6/13/2021 0:00,65.066,7.682,62.5639,2.5021
6/13/2021 0:15,65.053,7.682,62.57,2.483
6/13/2021 0:30,65.066,7.682,62.5561,2.5099
6/13/2021 0:45,65.063,7.582,62.5459,2.5171
6/13/2021 1:00,65.089,7.582,62.5368,2.5522
6/13/2021 1:15,65.086,7.481,62.5237,2.5623
6/13/2021 1:30,65.099,7.481,62.5146,2.5844
6/13/2021 1:45,65.086,7.481,62.5047,2.5813
6/13/2021 2:00,65.112,7.481,62.4988,2.6132
6/13/2021 2:15,65.109,7.381,62.4894,2.6196
6/13/2021 2:30,65.122,7.381,62.4859,2.6361
6/13/2021 2:45,65.155,7.179,62.4757,2.6793
6/13/2021 3:00,65.165,7.079,62.4632,2.7018
6/13/2021 3:15,65.19,7.079,62.4574,2.7326
6/13/2021 3:30,65.2,6.978,62.4547,2.7453
6/13/2021 3:45,65.198,6.877,62.4516,2.7464
6/13/2021 4:00,65.195,6.775,62.4544,2.7406
6/13/2021 4:15,65.206,6.674,62.4465,2.7595
6/13/2021 4:30,65.228,6.573,62.443,2.785
6/13/2021 4:45,65.228,6.573,62.4421,2.7859
6/13/2021 5:00,65.239,6.471,62.4464,2.7926
6/13/2021 5:15,65.251,6.471,62.4555,2.7955
6/13/2021 5:30,65.276,6.471,62.4565,2.8195
6/13/2021 5:45,65.312,6.37,62.4561,2.8559
6/13/2021 6:00,65.363,6.37,62.4596,2.9034
6/13/2021 6:15,65.401,6.37,62.4619,2.9391
6/13/2021 6:30,65.401,6.37,62.4763,2.9247
6/13/2021 6:45,65.401,6.37,62.4823,2.9187
6/13/2021 7:00,65.439,6.37,62.4866,2.9524
6/13/2021 7:15,65.439,6.37,62.4914,2.9476
6/13/2021 7:30,65.451,6.37,62.4947,2.9563
6/13/2021 7:45,65.489,6.37,62.5094,2.9796
6/13/2021 8:00,65.489,6.37,62.5145,2.9745
6/13/2021 8:15,65.517,6.471,62.5315,2.9855
6/13/2021 8:30,65.542,6.471,62.5437,2.9983
6/13/2021 8:45,65.58,6.471,62.557,3.023
6/13/2021 9:00,65.583,6.573,62.5686,3.0144
6/13/2021 9:15,65.611,6.674,62.567,3.044
6/13/2021 9:30,65.6,6.775,62.571,3.029
6/13/2021 9:45,65.616,6.877,62.57,3.046
6/13/2021 10:00,65.605,6.978,62.5815,3.0235
6/13/2021 10:15,65.57,7.079,62.5905,2.9795
6/13/2021 10:30,65.6,7.28,62.5962,3.0038
6/13/2021 10:45,65.577,7.381,62.5933,2.9837
6/13/2021 11:00,65.557,7.582,62.5973,2.9597
6/13/2021 11:15,65.56,7.682,62.6026,2.9574
6/13/2021 11:30,65.565,7.882,62.5959,2.9691
6/13/2021 11:45,65.532,8.082,62.5886,2.9434
6/13/2021 12:00,65.511,8.282,62.5934,2.9176
6/13/2021 12:15,65.506,8.581,62.595,2.911
6/13/2021 12:30,65.501,8.879,62.5776,2.9234
6/13/2021 12:45,65.473,9.275,62.5653,2.9077
6/13/2021 13:00,65.453,9.472,62.5535,2.8995
6/13/2021 13:15,65.447,9.768,62.543,2.904
6/13/2021 13:30,65.43,10.063,62.5281,2.9019
6/13/2021 13:45,65.422,10.259,62.5254,2.8966
6/13/2021 14:00,65.422,10.259,62.5212,2.9008
6/13/2021 14:15,65.402,10.455,62.5044,2.8976
6/13/2021 14:30,65.391,10.553,62.4897,2.9013
6/13/2021 14:45,65.379,10.553,62.4876,2.8914
6/13/2021 15:00,65.353,10.553,62.475,2.878
6/13/2021 15:15,65.364,10.455,62.4702,2.8938
6/13/2021 15:30,65.361,10.357,62.4533,2.9077
6/13/2021 15:45,65.346,10.259,62.4476,2.8984
6/13/2021 16:00,65.354,10.063,62.4489,2.9051
6/13/2021 16:15,65.351,9.965,62.4489,2.9021
6/13/2021 16:30,65.323,9.866,62.4428,2.8802
6/13/2021 16:45,65.336,9.866,62.4447,2.8913
6/13/2021 17:00,65.333,9.768,62.4463,2.8867
6/13/2021 17:15,65.344,9.669,62.4455,2.8985
6/13/2021 17:30,65.328,9.571,62.4427,2.8853
6/13/2021 17:45,65.341,9.571,62.4511,2.8899
6/13/2021 18:00,65.364,9.472,62.4524,2.9116
6/13/2021 18:15,65.349,9.373,62.4569,2.8921
6/13/2021 18:30,65.346,9.275,62.4635,2.8825
6/13/2021 18:45,65.369,9.176,62.4715,2.8975
6/13/2021 19:00,65.367,9.077,62.48,2.887
6/13/2021 19:15,65.392,9.077,62.4916,2.9004
6/13/2021 19:30,65.377,8.978,62.4943,2.8827
6/13/2021 19:45,65.387,8.879,62.5063,2.8807
6/13/2021 20:00,65.387,8.879,62.5159,2.8711
6/13/2021 20:15,65.384,8.779,62.5283,2.8557
6/13/2021 20:30,65.41,8.779,62.5401,2.8699
6/13/2021 20:45,65.407,8.68,62.5423,2.8647
6/13/2021 21:00,65.42,8.68,62.5618,2.8582
6/13/2021 21:15,65.407,8.68,62.57,2.837
6/13/2021 21:30,65.405,8.581,62.5852,2.8198
6/13/2021 21:45,65.392,8.581,62.5894,2.8026
6/13/2021 22:00,65.415,8.481,62.5927,2.8223
6/13/2021 22:15,65.402,8.481,62.5873,2.8147
6/13/2021 22:30,65.4,8.382,62.5919,2.8081
6/13/2021 22:45,65.425,8.382,62.5963,2.8287
6/13/2021 23:00,65.425,8.382,62.6048,2.8202
6/13/2021 23:15,65.423,8.282,62.5941,2.8289
6/13/2021 23:30,65.423,8.282,62.6037,2.8193
6/13/2021 23:45,65.395,8.182,62.6016,2.7934
6/14/2021 0:00,65.382,8.182,62.6074,2.7746
6/14/2021 0:15,65.37,8.182,62.6075,2.7625
6/14/2021 0:30,65.342,8.082,62.6041,2.7379
6/14/2021 0:45,65.329,8.082,62.5908,2.7382
6/14/2021 1:00,65.316,8.082,62.5789,2.7371
6/14/2021 1:15,65.316,8.082,62.5631,2.7529
6/14/2021 1:30,65.304,8.082,62.5471,2.7569
6/14/2021 1:45,65.276,7.983,62.5416,2.7344
6/14/2021 2:00,65.263,7.983,62.5348,2.7282
6/14/2021 2:15,65.238,7.983,62.5318,2.7062
6/14/2021 2:30,65.223,7.882,62.5176,2.7054
6/14/2021 2:45,65.21,7.882,62.499,2.711
6/14/2021 3:00,65.21,7.882,62.482,2.728
6/14/2021 3:15,65.185,7.882,62.4693,2.7157
6/14/2021 3:30,65.195,7.782,62.4582,2.7368
6/14/2021 3:45,65.182,7.782,62.4566,2.7254
6/14/2021 4:00,65.195,7.782,62.4484,2.7466
6/14/2021 4:15,65.182,7.782,62.4448,2.7372
6/14/2021 4:30,65.192,7.682,62.4473,2.7447
6/14/2021 4:45,65.18,7.682,62.4404,2.7396
6/14/2021 5:00,65.192,7.682,62.447,2.745
6/14/2021 5:15,65.205,7.682,62.4538,2.7512
6/14/2021 5:30,65.192,7.682,62.4496,2.7424
6/14/2021 5:45,65.218,7.682,62.4634,2.7546
6/14/2021 6:00,65.228,7.582,62.4696,2.7584
6/14/2021 6:15,65.215,7.582,62.4789,2.7361
6/14/2021 6:30,65.215,7.582,62.4842,2.7308
6/14/2021 6:45,65.241,7.582,62.493,2.748
6/14/2021 7:00,65.241,7.582,62.4995,2.7415
6/14/2021 7:15,65.241,7.582,62.5056,2.7354
6/14/2021 7:30,65.253,7.582,62.5217,2.7313
6/14/2021 7:45,65.268,7.682,62.5242,2.7438
6/14/2021 8:00,65.294,7.682,62.531,2.763
6/14/2021 8:15,65.294,7.682,62.5489,2.7451
6/14/2021 8:30,65.309,7.782,62.5655,2.7435
6/14/2021 8:45,65.301,7.983,62.5796,2.7214
6/14/2021 9:00,65.316,8.082,62.5909,2.7251
6/14/2021 9:15,65.306,8.182,62.5987,2.7073
6/14/2021 9:30,65.296,8.282,62.5953,2.7007
6/14/2021 9:45,65.301,8.481,62.6055,2.6955
6/14/2021 10:00,65.306,8.68,62.6009,2.7051
6/14/2021 10:15,65.301,8.978,62.5995,2.7015
6/14/2021 10:30,65.298,9.373,62.6054,2.6926
6/14/2021 10:45,65.268,9.669,62.606,2.662
6/14/2021 11:00,65.275,9.965,62.5626,2.7124
6/14/2021 11:15,65.267,10.161,62.6056,2.6614
6/14/2021 11:30,65.265,10.553,62.5973,2.6677
6/14/2021 11:45,65.211,10.944,62.5906,2.6204
6/14/2021 12:00,65.262,11.431,62.5775,2.6845
6/14/2021 12:15,65.234,11.334,62.5662,2.6678
6/14/2021 12:30,65.214,11.528,62.5505,2.6635
6/14/2021 12:45,65.216,11.625,62.546,2.67
6/14/2021 13:00,65.191,11.625,62.5288,2.6622
6/14/2021 13:15,65.203,11.625,62.5189,2.6841
6/14/2021 13:30,65.188,11.528,62.5138,2.6742
6/14/2021 13:45,65.16,11.431,62.4933,2.6667
6/14/2021 14:00,65.145,11.334,62.481,2.664
6/14/2021 14:15,65.117,11.236,62.4569,2.6601
6/14/2021 14:30,65.112,11.041,62.447,2.665
6/14/2021 14:45,65.085,10.944,62.45,2.635
6/14/2021 15:00,65.095,10.846,62.4329,2.6621
6/14/2021 15:15,65.095,10.846,62.4296,2.6654
6/14/2021 15:30,65.082,10.846,62.4272,2.6548
6/14/2021 15:45,65.08,10.748,62.4279,2.6521
6/14/2021 16:00,65.077,10.651,62.4195,2.6575
6/14/2021 16:15,65.062,10.553,62.4232,2.6388
6/14/2021 16:30,65.072,10.455,62.4229,2.6491
6/14/2021 16:45,65.07,10.357,62.4276,2.6424
6/14/2021 17:00,65.067,10.259,62.4241,2.6429
6/14/2021 17:15,65.09,10.161,62.4352,2.6548
6/14/2021 17:30,65.075,10.063,62.438,2.637
6/14/2021 17:45,65.085,9.965,62.44,2.645
6/14/2021 18:00,65.095,9.866,62.4464,2.6486
6/14/2021 18:15,65.105,9.768,62.4693,2.6357
6/14/2021 18:30,65.141,9.669,62.4917,2.6493
6/14/2021 18:45,65.138,9.571,62.4979,2.6401
6/14/2021 19:00,65.149,9.472,62.5052,2.6438
6/14/2021 19:15,65.171,9.373,62.525,2.646
6/14/2021 19:30,65.169,9.275,62.5398,2.6292
6/14/2021 19:45,65.182,9.275,62.5473,2.6347
6/14/2021 20:00,65.192,9.176,62.5528,2.6392
6/14/2021 20:15,65.192,9.176,62.5645,2.6275
6/14/2021 20:30,65.202,9.077,62.5816,2.6204
6/14/2021 20:45,65.227,9.077,62.5941,2.6329
6/14/2021 21:00,65.215,9.077,62.5966,2.6184
6/14/2021 21:15,65.212,8.978,62.5914,2.6206
6/14/2021 21:30,65.212,8.978,62.5855,2.6265
6/14/2021 21:45,65.222,8.879,62.5978,2.6242
6/14/2021 22:00,65.21,8.879,62.5889,2.6211
6/14/2021 22:15,65.21,8.879,62.5956,2.6144
6/14/2021 22:30,65.222,8.879,62.6039,2.6181
6/14/2021 22:45,65.232,8.779,62.6134,2.6186
6/14/2021 23:00,65.245,8.779,62.6091,2.6359
6/14/2021 23:15,65.255,8.68,62.5992,2.6558
6/14/2021 23:30,65.268,8.68,62.5923,2.6757
6/14/2021 23:45,65.255,8.68,62.5827,2.6723
6/15/2021 0:00,65.243,8.68,62.5748,2.6682
6/15/2021 0:15,65.24,8.581,62.5745,2.6655
6/15/2021 0:30,65.228,8.581,62.5713,2.6567
6/15/2021 0:45,65.212,8.481,62.5478,2.6642
6/15/2021 1:00,65.212,8.481,62.5402,2.6718
6/15/2021 1:15,65.174,8.481,62.5162,2.6578
6/15/2021 1:30,65.174,8.481,62.5023,2.6717
6/15/2021 1:45,65.172,8.382,62.4979,2.6741
6/15/2021 2:00,65.147,8.382,62.4926,2.6544
6/15/2021 2:15,65.134,8.382,62.482,2.652
6/15/2021 2:30,65.121,8.382,62.47,2.651
6/15/2021 2:45,65.119,8.282,62.4601,2.6589
6/15/2021 3:00,65.119,8.282,62.4601,2.6589
6/15/2021 3:15,65.106,8.282,62.4646,2.6414
6/15/2021 3:30,65.131,8.282,62.4604,2.6706
6/15/2021 3:45,65.131,8.282,62.4644,2.6666
6/15/2021 4:00,65.131,8.282,62.4661,2.6649
6/15/2021 4:15,65.119,8.282,62.4593,2.6597
6/15/2021 4:30,65.131,8.282,62.4665,2.6645
6/15/2021 4:45,65.142,8.182,62.4711,2.6709
6/15/2021 5:00,65.154,8.182,62.4765,2.6775
6/15/2021 5:15,65.167,8.182,62.4901,2.6769
6/15/2021 5:30,65.18,8.182,62.5118,2.6682
6/15/2021 5:45,65.218,8.182,62.5145,2.7035
6/15/2021 6:00,65.24,8.082,62.5317,2.7083
6/15/2021 6:15,65.266,8.082,62.5378,2.7282
6/15/2021 6:30,65.291,8.082,62.5363,2.7547
6/15/2021 6:45,65.314,7.983,62.5488,2.7652
6/15/2021 7:00,65.327,7.983,62.5618,2.7652
6/15/2021 7:15,65.339,7.983,62.5782,2.7608
6/15/2021 7:30,65.365,7.983,62.5876,2.7774
6/15/2021 7:45,65.387,7.882,62.6015,2.7855
6/15/2021 8:00,65.387,7.882,62.605,2.782
6/15/2021 8:15,65.377,7.983,62.6066,2.7704
6/15/2021 8:30,65.39,7.983,62.6107,2.7793
6/15/2021 8:45,65.377,7.983,62.6155,2.7615
6/15/2021 9:00,65.38,8.082,62.6189,2.7611
6/15/2021 9:15,65.405,8.082,62.629,2.776
6/15/2021 9:30,65.392,8.082,62.6318,2.7602
6/15/2021 9:45,65.392,8.082,62.6347,2.7573
6/15/2021 10:00,65.407,8.182,62.6362,2.7708
6/15/2021 10:15,65.407,8.182,62.6428,2.7642
6/15/2021 10:30,65.435,8.282,62.6462,2.7888
6/15/2021 10:45,65.423,8.282,62.6469,2.7761
6/15/2021 11:00,65.435,8.282,62.6451,2.7899
6/15/2021 11:15,65.45,8.382,62.6406,2.8094
6/15/2021 11:30,65.478,8.481,62.6378,2.8402
6/15/2021 11:45,65.504,8.481,62.6367,2.8673
6/15/2021 12:00,65.504,8.481,62.6362,2.8678
6/15/2021 12:15,65.506,8.581,62.6325,2.8735
6/15/2021 12:30,65.544,8.581,62.6339,2.9101
6/15/2021 12:45,65.567,8.481,62.6206,2.9464
6/15/2021 13:00,65.569,8.581,62.5999,2.9691
6/15/2021 13:15,65.58,8.481,62.5936,2.9864
6/15/2021 13:30,65.569,8.581,62.5713,2.9977
6/15/2021 13:45,65.557,8.581,62.5666,2.9904
6/15/2021 14:00,65.521,8.68,62.5421,2.9789
6/15/2021 14:15,65.511,8.779,62.5263,2.9847
6/15/2021 14:30,65.488,8.879,62.5161,2.9719
6/15/2021 14:45,65.478,8.978,62.5082,2.9698
6/15/2021 15:00,65.455,9.077,62.5032,2.9518
6/15/2021 15:15,65.455,9.077,62.4937,2.9613
6/15/2021 15:30,65.43,9.077,62.4871,2.9429
6/15/2021 15:45,65.443,9.077,62.4794,2.9636
6/15/2021 16:00,65.443,9.077,62.4804,2.9626
6/15/2021 16:15,65.453,8.978,62.4816,2.9714
6/15/2021 16:30,65.453,8.978,62.4701,2.9829
6/15/2021 16:45,65.453,8.978,62.4725,2.9805
6/15/2021 17:00,65.465,8.978,62.4761,2.9889
6/15/2021 17:15,65.465,8.978,62.4741,2.9909
6/15/2021 17:30,65.465,8.978,62.4816,2.9834
6/15/2021 17:45,65.463,8.879,62.4816,2.9814
6/15/2021 18:00,65.46,8.779,62.4931,2.9669
6/15/2021 18:15,65.458,8.68,62.503,2.955
6/15/2021 18:30,65.468,8.581,62.5104,2.9576
6/15/2021 18:45,65.501,8.382,62.5217,2.9793
6/15/2021 19:00,65.499,8.282,62.5402,2.9588
6/15/2021 19:15,65.509,8.182,62.552,2.957
6/15/2021 19:30,65.534,8.182,62.5687,2.9653
6/15/2021 19:45,65.519,8.082,62.5721,2.9469
6/15/2021 20:00,65.506,8.082,62.5765,2.9295
6/15/2021 20:15,65.519,8.082,62.5851,2.9339
6/15/2021 20:30,65.516,7.983,62.5889,2.9271
6/15/2021 20:45,65.516,7.983,62.6059,2.9101
6/15/2021 21:00,65.529,7.983,62.6154,2.9136
6/15/2021 21:15,65.514,7.882,62.614,2.9
6/15/2021 21:30,65.527,7.882,62.6152,2.9118
